Temperature_C,CO_ppm,Formaldehyde_ppm,Acetone_Alcohol_ppm,Disaster_Label
28.584504568197595,4.942811244451847,0.5189144786857784,0.0632788246654328,1
27.176009645548525,0.4066990898625705,0.010339089634386497,0.053652264106467284,0
22.861371337074434,1.037424878452681,7.02025363190603,0.07237680721396458,3
15.394319332987902,0.8371951744414116,0.0705833573648423,4.361133063094526,2
24.968075143760423,0.29246255447202874,0.012579278188835408,0.053628299137059576,0
37.31718056811106,4.57932269176493,0.37422600019347463,0.043858411597132954,1
34.98951176178024,0.5439022223677117,0.012855511826134453,0.04167657548636982,0
17.917586182016528,0.26913260095519664,0.007930499167934715,0.050572176514553514,0
31.93859093314064,0.5206359769031061,0.010636970838535433,0.06039896896938407,0
16.529401062646436,0.34881541178197817,0.003956146373041606,0.050202453950370575,0
17.689315120569713,0.4403127361753838,0.0003132222116548171,0.050170622516052706,0
31.340409403987145,5.137231836690864,0.41035931812928483,0.0822010551325813,1
20.771427317907,0.7383197048365007,4.3532994007638255,0.1318166008036179,3
28.005038492791844,4.179647473993778,0.16195716271789362,0.11284294532403429,1
14.689701521245514,0.6330969877433469,6.630662106471478,0.19166143780895012,3
15.487998285046293,0.4690327298201105,0.04492595566578315,5.8555192656618065,2
26.811992841141276,0.2864972944124089,0.008195265167827266,0.05435136125982926,0
15.21082241388619,0.15608723270366132,0.04598826815720996,4.138661127150474,2
19.90691359599053,0.4026227209791002,0.030371160587033794,3.062942109309139,2
22.88237213025154,0.26959019806046075,7.372355940780943,0.1407056428528503,3
13.907365081068438,0.4202943631241953,0.004587506765243703,0.05934953436349646,0
29.72052125297675,4.642955888487916,0.7813270498412013,0.18486116329744484,1
26.6851379324806,0.6163805541686442,4.292613208181688,0.05949452762325699,3
10.457428810091466,0.5186454688234053,0.010432371716822958,4.183239014990082,2
20.445245991878025,0.6499799555854375,0.009774604735357486,0.0495991901678141,0
36.195653597401,4.685331441117783,0.37705578521584987,0.0574685587037488,1
16.086378466118337,0.4960385595131438,0.034329620740916555,4.190564812683154,2
23.229332733686377,0.6103676586136301,7.059796052419393,0.12221329806676745,3
23.95682408412944,0.45506387889629524,0.016469985261529905,0.03402858947981863,0
20.42313581632736,0.5620708447263552,0.009937387229846908,0.05653364994065052,0
18.989525447410525,0.7512150780657403,4.193630032989817,0.03380352891029412,3
17.204441699531394,0.4098769283358466,6.0622662303410415,0.1175858958945436,3
